Score,Name of the Person,Quote,Video Title,Link to Video,Timestamp
5,Aging Infrastructure,infrastructure these this is not an all inclusive list But it includes building's Water Systems electrical systems Lighting systems building automation systems just to name,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=44s,[00:44]
5,Aging Infrastructure,a few and some of the projects that they discuss with us our infrastructure enhancements technical upgrades HVAC Replacements building modifications this is really anything,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=56s,[00:56]
6,Aging Infrastructure,within the walls top of the building outside of the building LED lighting retrofits water meter Replacements along with electrical meter Replacements EV charging stations,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=68s,[01:08]
4,Aging Infrastructure,this is a big thing is out of alluded to that folks are more concerned about I've got a town here that's represented here that,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=80s,[01:20]
4,Aging Infrastructure,is Rural America or rural Texas and they want a couple EV charging stations you know it's kind of a thoroughfare to get people to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=88s,[01:28]
6,Aging Infrastructure,stop to spend a little money in their communities and that's a great idea and again it's on a mission sustainability and resiliency y'all remember,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=97s,[01:37]
5,Aging Infrastructure,to the winter snowmageddon a year ago you know they say that thing called he's really talking about what if it how do we mitigate,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=108s,[01:48]
4,Aging Infrastructure,some of the risk and what can we do with regards to emergency generators you know there's a lot of different things the topics are,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=117s,[01:57]
2,Aging Infrastructure,they're talking about in order to make sure that doesn't happen what I like to do in the whole purpose of this presentation is when,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=126s,[02:06]
4,Aging Infrastructure,you walk out of here we want you to walk out and say man I really got value out of that so compared to traditional,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=135s,[02:15]
4,Aging Infrastructure,methods what if we can show you a delivery method that delivers your projects faster with higher quality and at a lower cost if we,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=143s,[02:23]
4,Aging Infrastructure,can show you that hopefully you can walk away and go you know what I got a lot of good value I learned a lot,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=152s,[02:32]
2,Process Flow,and that's that's what our desire is during this presentation so we're going to look at three project delivery methods more traditional methods designed to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=160s,[02:40]
4,Process Flow,build and construction design build now for each one of these models we're going to look at contractual alignment of each we're going to look,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=170s,[02:50]
4,Contractual Alignment,at the process flow features and concerns of each model and also Houston we have a problem have y'all ever had a project that had,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=180s,[03:00]
4,Contractual Alignment,a problem everybody will probably raise their hand and say yes so what happens with each of these models when you have a problem we're,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=189s,[03:09]
4,Contractual Alignment,going to discuss that as well so contractually when you look at design build you're going to have the owner your city or your county,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=199s,[03:19]
4,Contractual Alignment,is going to have two contracts one with the design firm and one with your construction firm and of course they've got their own consultants,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=208s,[03:28]
4,Contractual Alignment,and subcontractors as well that their contract with but you have to manage both of those agreements now when you look at CMA are you,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=218s,[03:38]
4,Including Specialty,notice that it's got a similar structure here the turn the notice it's the difference is the dotted line between your construction manager your a,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=227s,[03:47]
4,Including Specialty,general contractor to your designer basically what this means is that your Construction Group has a little bit more input earlier in the process in,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=237s,[03:57]
4,Conceptual Planning,the design process than the traditional more traditional design bid build method and last but not least is the design build project delivery you notice,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=247s,[04:07]
4,Conceptual Planning,here the owner has one contract one so this is when you talk about a design build company they are in house they have the,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=258s,[04:18]
4,Conceptual Planning,design aspect of the project as well as construction as well there's a lot of collaboration between the two and you're going to see how,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=266s,[04:26]
5,Construction Input,important that is when we look at process flow here just a second so process Flow Design what we're going to have we're going to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=276s,[04:36]
4,Construction Input,have we're going to keep this example consistent throughout the three models but you're going to notice a different color blocks up there are different,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=285s,[04:45]
4,Construction Input,stages in a typical project now you might look at those stages and say well ours is a little bit different and they all they,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=295s,[04:55]
4,Construction Input,are all a little bit different with regards to the different stages that you have in there but you're going to notice that with design,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=304s,[05:04]
4,Construction Input,build construction input doesn't start until your general contractor selected and construction is ready to begin all right and then of course your price is,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=313s,[05:13]
4,Construction Input,determined there now you know that this is a sequential model in order to get to Stage 2 you got to complete stage one and,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=324s,[05:24]
5,Construction Input,so forth so each stage kicks In One Construction best timeline and the reason being is because you can have multiple stages working at the,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=333s,[05:33]
4,Construction Input,same time running in parallel with each other you don't have to in order to start construction you don't have to have all the final,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=342s,[05:42]
4,Construction Input,design documents okay so this helps to compress time now when you look at CMA are and you look at construction input it starts much,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=352s,[05:52]
4,Construction Input,earlier in the process okay so you're guaranteed maximum price a little bit earlier design build is very similar and it's parallel staging but construction,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=361s,[06:01]
4,Construction Input,input starts on day one now why is that important when you are in a design process you want construction of input to constructability you,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=372s,[06:12]
4,Construction Input,want to know what the obstacles are so from a design go back you might want to be doing a certain thing and construction comes,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=381s,[06:21]
4,Construction Input,in and goes you can't do that and let me tell you why so you can avoid that obstacle compresses time even more and obviously,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=390s,[06:30]
4,Construction Input,your price is determined a little earlier as well now when you look at time advantages when you look at design build versus cmar this,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=399s,[06:39]
4,Avg Cost Savings,is a little bit older study the numbers have changed a little bit but I'll mention that in a moment 13% faster than CMA are,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=408s,[06:48]
4,Avg Cost Savings,design build is and when you compare it to design big build it's 33 percent faster now there is a newer study that just came,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=417s,[06:57]
2,Avg Cost Savings,out from the University of Florida and University of Colorado actually came out after this presentation was already put together and it says that is,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=425s,[07:05]
6,Avg Cost Savings,actually twice as fast as Boulder study average cost savings is a 6.1 percent the newest study says they're still savings cost savings there but,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=436s,[07:16]
4,Avg Cost Savings,the key time is money we all know especially in today's environment with our supply chain issue how many of y'all have had one of,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=446s,[07:26]
4,Avg Cost Savings,your folks on a call and they said we need a decision within 30 minutes cuz prices going up so look at the features and,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=455s,[07:35]
4,Avg Cost Savings,concerns of the different models you know when you look at design build one of the features is it's the familiar traditional method it's been,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=463s,[07:43]
1,Avg Cost Savings,used for many years folks are comfortable with it it appears to result in the lowest cost I'm going to ask a question before and,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=473s,[07:53]
4,Avg Cost Savings,it's because I don't want you reading ahead you notice it appears to be the lowest cost it's in it's in quotes what is it,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=482s,[08:02]
5,Avg Cost Savings,appear from the beginning to be the lowest cost but specifically it's called gray area so what happens if you get the lowest bid you,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=490s,[08:10]
4,Avg Cost Savings,select it and then they come in with the intention they know how the game is played they got all these gray areas that aren't,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=500s,[08:20]
4,Avg Cost Savings,defined and they're going to come and say you need to do all these things and you got change orders that are required at that,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=508s,[08:28]
4,Avg Cost Savings,point concerns a little bit we talked about that design changes late to process do cause delays and are costly and design and construction are,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=517s,[08:37]
4,Avg Cost Savings,sequential so therefore it's going to take longer to have a longer schedule and completing that project now are you going to transfer some of,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=527s,[08:47]
4,Avg Cost Savings,the wrist from the city or the county to the construction management team does get involved much earlier than in design bed build and they,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=537s,[08:57]
6,Avg Cost Savings,do provide cost savings over National model now some of the concerns when you have design changes after construction begins it is responsibility owner and,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=547s,[09:07]
4,Avg Cost Savings,those new results and change orders at that point so you will have that there's no single point of accountability remember there's there's the two,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=557s,[09:17]
6,Avg Cost Savings,contracts that you're managing between design and construction leading the finger pointing when a problem does arrive you have given great examples of where you,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=568s,[09:28]
4,Avg Cost Savings,start getting this what is that require y'all to do as an owner you got to play referee and sometimes you've got to get lawyers,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=579s,[09:39]
4,Avg Cost Savings,involved and that becomes a messy drawn out process look at it as I build it does when you when you talk about an owner,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=588s,[09:48]
6,Avg Cost Savings,it requires minimal time commitment from the owner it does for the Facility Owners and you do get to save money and time compared to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=596s,[09:56]
4,Avg Cost Savings,more traditional methods some of the negatives and concerns is the cost does at first appear to be more but we talked about why that,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=605s,[10:05]
4,Avg Cost Savings,is you got to guarantee price in there you don't have the change orders if you miss it company misses it count me takes care,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=614s,[10:14]
4,Avg Cost Savings,of it lack of familiarity I mean design big build has been around for a long time and folks that have used it and they're,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=623s,[10:23]
4,Avg Cost Savings,just a little bit you know they're not sure of trying other methods but once they learn they change pretty quickly and of course the,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=632s,[10:32]
4,Avg Cost Savings,Project's not fully designed at the time of construction that makes some people uncomfortable I guess what you don't have to have it all designed,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=641s,[10:41]
4,Avg Cost Savings,to start working in construction so what happens when you have a problem I want to give an example here you have a city now,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=651s,[10:51]
4,Avg Cost Savings,this is a company I'm aware of this happened you have a city during the during the traditional plan inspect your CMA are your design,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=660s,[11:00]
4,Avg Cost Savings,big build they've got their agreement with the architect their general contractors who have their subs and one part of the project and in the,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=669s,[11:09]
6,Avg Cost Savings,design it calls for all the HVAC equipment that's 20 years or older to be replaced all right so controls folks are detailed people and,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=679s,[11:19]
4,Avg Cost Savings,they're out there they're looking at the buildings they're looking at the units and they notice this wall obscured wall and behind that wall or,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=688s,[11:28]
4,Avg Cost Savings,four more units that were missed they're over 20 years old it happens what are they going to do they're going to reach out to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=698s,[11:38]
4,Spec Approach,Mechanical contractor possibly because they don't work with them and say hey are you seeing the same thing here I notice this they're going to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=707s,[11:47]
4,Spec Approach,reach out to General Dr mechanical problems going to do the same thing General Contractors will reach out to the architect and Architects going to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=717s,[11:57]
4,Spec Approach,have to get with the city and say hey we missed four units what do you want us to do to change order said he's,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=727s,[12:07]
4,Spec Approach,got to determine okay well first of all goes back tells the architect hey want to find out what the prices and what the change,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=735s,[12:15]
4,Spec Approach,order cost is going to be they get with engineering they come up with that cost to get it back to him in his pallete,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=744s,[12:24]
4,Spec Approach,now has to vote for this change order are they going to wait till the next council meeting they're going to call a special meeting,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=752s,[12:32]
1,Spec Approach,when I'm trying to get here is time is involved you got all these steps here you got emails going out you got phone calls,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=761s,[12:41]
1,Spec Approach,messages being left waiting for folks to come back from vacation this is not done instantaneously so we're talking about a period of time to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=769s,[12:49]
4,Spec Approach,pair of this one issue to move forward it is paladi and they decide to accept the change order let the architect know let's general,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=779s,[12:59]
4,Spec Approach,contractor know who informs controls and mechanical and this is an example of what can happen so in that model we're going to we're going,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=788s,[13:08]
4,Spec Approach,to learn about this model now and how that same situation is taken care of so is there a better approach for renovations I mentioned,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=798s,[13:18]
4,Spec Approach,Renovations here I'm not talking about a new building okay so you have a situation same scenario you got the city that has one contract,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=807s,[13:27]
4,Spec Approach,with the design Builder remember there's no change orders the only change order you're going to come across is if the city says hey can,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=816s,[13:36]
4,Spec Approach,you add this so I know we didn't talk about it but we want to add it in the plans now obviously that's going to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=826s,[13:46]
1,Spec Approach,be a change order that's going to cost situation design Builder has their subcontractors they find the for the controls teams reach out to Mechanical,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=834s,[13:54]
4,Design Builder,and reach out to design Builder design Builders going to look at it and go whoops we missed it how in the world did I,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=844s,[14:04]
4,Design Builder,know it was obscured wall but man we missed it we own it so what's it going to cost us they go ahead and update,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=852s,[14:12]
4,Design Builder,design let me know hey we messed up but we got you covered you ain't got to worry about it we own it we're paying,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=860s,[14:20]
7,Design Builder,for it you just great I heard it in the sales rhetoric now see it in action it's pretty cool so I'm going to control,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=868s,[14:28]
1,Design Builder,his mechanical know what's going on my question to you is when you look at these two together with that one problem that you have,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=876s,[14:36]
6,Design Builder,is there more simple approach I dare say there is find build because time is money and I guarantee of not having to worry about,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=885s,[14:45]
4,Design Builder,those change orders as well so just some things to consider how important are the following when you're thinking about your next project is it,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=894s,[14:54]
4,Traditional Methods,important to limit change orders what about including design and construction from the beginning when you do that we already talked about how the product,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=904s,[15:04]
4,Traditional Methods,quality is increased and you can press time do you want to limit the amount of disruptions do you want to keep from having to,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=915s,[15:15]
4,Traditional Methods,be the referee between Construction and design when you have issues do you want a single point of accountability when it comes to your responsibility,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=923s,[15:23]
4,Traditional Methods,for your project and the sole responsibility for one company to coordinate and guarantee projects and probably shouldn't have this is kind of a no-brainer,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=934s,[15:34]
4,Traditional Methods,it's kind of leading a little bit but completing your project higher quality faster timeline to reduce costs that's not something I just throw up,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=945s,[15:45]
4,Traditional Methods,there I think through our examples and demonstration you can see where that would be the result if you look at these six if you've,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=955s,[15:55]
1,Traditional Methods,answered it affirmative in three or more I just want to encourage you take a look if you've never looked at design build look at,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=964s,[16:04]
4,Traditional Methods,it you're going to learn a little bit later in some of the funding that stuff coming through the government they're pushing cities of municipalities,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=973s,[16:13]
4,Traditional Methods,to use design build as a model to deliver projects much faster,E3 at ARCIT - project delivery.mp4,https://vimeo.com/765024976#t=983s,[16:23]
6,Take Control,where do I preferred design build contractor in Texas we provide holistic facility solutions for your buildings and what I mean by holistic is we,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=0s,[00:00]
4,Take Control,come in and we diagnose the entire problem so so kind of like when a doctor if he treats you holistically he doesn't just write,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=8s,[00:08]
4,Adam Anders,you a prescription to deal with your ailment he wants to try to see what's causing the problem so we can get to the root,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=15s,[00:15]
4,Business Developmena,cause the problem and sometimes in buildings that might be that might be an engineering problem the building might have been engineered years and years,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=22s,[00:22]
4,Business Developmena,ago and it's just kind of run out of its life expectancy for we need to come in and re-engineer it so it runs properly,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=30s,[00:30]
4,Business Developmena,in today's world a lot of cities like to have new buildings until they look and see what the new cost is to build a,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=37s,[00:37]
4,Business Developmena,new building so we're taking our existing buildings now and we're kind of kind of repurposing those to where they run they run better we,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=44s,[00:44]
5,Business Developmena,don't just come in I'm trying to figure out what the problem is with the building that technical solution but we work with a lot,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=51s,[00:51]
6,Business Developmena,of third-party vendors are lenders to help find Financial Solutions to help your aging infrastructure which is important because a lot of times if y'all,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=58s,[00:58]
4,Business Developmena,are working there in the city you know what's wrong the problem is finding the money to pay for it find the money to fix,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=67s,[01:07]
4,Business Developmena,it that's a lot of times when we bring value to to the our clients that we we can bring in anybody we want to,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=74s,[01:14]
4,Business Developmena,to come work on that job so we don't have a select group of people if there's a vendor or a contractor that the city,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=80s,[01:20]
4,Business Developmena,has done work with before and they like that contractor will run them through our vetting process and then we can bring them in to,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=87s,[01:27]
4,Business Developmena,work with you if you've got a good working relationship and we're also products so we don't we don't manufacture we don't distribute a products,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=94s,[01:34]
4,Business Developmena,so we're not going to take a product that and try to make it fit your job or fit your project we're going to do,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=102s,[01:42]
5,San Antonio,what's best for the city or the county we have offices in Highland Village Houston in San Antonio actually our office is in Boerne San,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=108s,[01:48]
6,San Antonio,Antonio office is in Boerne Texas so moving right along here's some of the projects that we do this is kind of what E3 knows,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=116s,[01:56]
4,San Antonio,and what we do and I really would like to draw your attention I'm I'm just kind of a down-to-earth guy I'm a shake your,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=123s,[02:03]
6,San Antonio,hand kind of guy you and what you say is what you do and what I really like about E3 is one of our one,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=130s,[02:10]
6,San Antonio,of our family members is he's his quote is you will never hear a say it's not our problem so if E3 takes ownership of,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=136s,[02:16]
4,San Antonio,a project there will never be a situation where the city comes back or the county comes back says Hey having some issues with the,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=142s,[02:22]
5,San Antonio,HVAC we're having some issues with the 83 is not going to say well that's not on us that was this other contract we're going,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=150s,[02:30]
4,San Antonio,to take care of the problem and I really appreciate that so you can just see a lot of the different things that we know,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=157s,[02:37]
4,San Antonio,we've kind of added a couple of interesting things with the electric vehicle Chargers also solar energy those are the two big hot topics and,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=163s,[02:43]
4,San Antonio,around the country today where there's there are monies provided to municipalities to kind of bring in some of this infrastructure and where where that,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=171s,[02:51]
4,San Antonio,comes to play is in some of the city's communities to bring tourism in if we know we got people coming from the city with,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=180s,[03:00]
4,San Antonio,these electric vehicles to make it attractive there are some cities that are often have some of these electrical vehicle Chargers to bring in some,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=187s,[03:07]
4,San Antonio,of that business so that tourism some of the some of the kind of what we focus on we've completed almost 300 projects we've play,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=195s,[03:15]
4,San Antonio,350 public entities 24 million feet square upgraded square feet upgraded and over 300 million of insulation contracts all that means is we're a very,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=202s,[03:22]
4,San Antonio,experienced company we're not just a fly by the night operation who we work with so we work with people like you said he's counties,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=211s,[03:31]
5,San Antonio,health care facilities and school districts if you'll see that all the different Stars around the state of Texas those are the jobs that we,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=218s,[03:38]
1,San Antonio,performed in the state of Texas is you'll notice there's no Louisiana there's no Oklahoma there's no New Mexico we've only worked in the state,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=226s,[03:46]
4,San Antonio,of Texas just because that's where we want to work we've had we've had folks that have left Texas and move to different states that,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=234s,[03:54]
4,San Antonio,want us to come do work for them and we're just kind of staying in Texas right now so we're Texas Race and and that's,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=241s,[04:01]
2,San Antonio,where we like to do our work just curious so this will be my last slide how many in here facing deferred maintenance issues in,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=248s,[04:08]
4,San Antonio,your facilities Mike and I are talking to a hospital we're going down there Tuesday the building was built in 1974 and four of the,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=255s,[04:15]
4,San Antonio,six air handler units are original to the building 1974 those are handling is still pumping out so so that that's the kind of deferred,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=263s,[04:23]
5,San Antonio,maintenance I'm talking about and then and then what's the best way in your opinion if you just had a if you just kind of,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=270s,[04:30]
1,San Antonio,had an answer what's the best way to address or fix these problems would it be more reactive or proactive 100% agree but a lot,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=277s,[04:37]
4,San Antonio,of times cities counties hospitals they get stuck in that reactive Loop and they really they can't get out of it once you're in that,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=284s,[04:44]
6,San Antonio,reactive Loop you're just kind of living day by day that's where E3 comes in and E3 helps you see cities counties and hospitals we,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=292s,[04:52]
4,San Antonio,help we help you so that we can start thinking about things proactively so just to kind of leave you out with that train of,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=299s,[04:59]
4,San Antonio,thought is just how can we make sure our cities and counties are more sustainable and more resilient if you keep those two words in,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=306s,[05:06]
4,San Antonio,mind you'll notice that those are two kind of buzz words with municipalities yesterday when everybody was doing their intros that seemed to be a,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=314s,[05:14]
4,San Antonio,Hot Topic the infrastructure the water treatment plant we're growing the ways water treatment plant growing and we can't handle all these new people so,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=322s,[05:22]
4,San Antonio,how can we remain sustainable for the growth that we're experiencing especially in our world communities and how can we be resilient so how can,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=330s,[05:30]
1,San Antonio,we Keep On Keepin On,E3 at ARCIT - who we are,https://vimeo.com/765028192#t=338s,[05:38]
3,Paul Buckner,on the benefits that we saw when we when E3 was selected was their experience with with Energy Efficiency projects on through the mechanical side,E3 experience with SECO,https://vimeo.com/670008140#t=0s,[00:00]
6,Paul Buckner,of things and the LED lighting and their knowledge on that aspect but also the knowledge and experience they had with the state energy conservation,E3 experience with SECO,https://vimeo.com/670008140#t=12s,[00:12]
4,Paul Buckner,office and how to go through their channels and their the paperwork involved the application and then through the through the process of construction with,E3 experience with SECO,https://vimeo.com/670008140#t=24s,[00:24]
1,Paul Buckner,the the paperwork for reimbursement of of payments and everything that we had to go through that they were a huge asset to Bryan ISD,E3 experience with SECO,https://vimeo.com/670008140#t=37s,[00:37]
1,Paul Buckner,for all of those Avenue,E3 experience with SECO,https://vimeo.com/670008140#t=49s,[00:49]
4,Rebekah Hansen,so I started with piano lessons as a kid but there was a harpist in church one Sunday and it was so beautiful and it's,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=0s,[00:00]
4,Rebekah Hansen,just so much more unique than the piano so my mom and I talked to the lady afterwards and she just told me where you,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=13s,[00:13]
4,Rebekah Hansen,can find a harp teacher so we just did it music has taught me when to be The Soloist or went to be the leader,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=27s,[00:27]
5,Rebekah Hansen,and to take the spotlight or take charge but also learn how to take kids from other people the subtle ways nonverbal that people communicate,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=39s,[00:39]
4,Rebekah Hansen,and how to be aware of that and pick up on that when you have good energy and a good vibe or it's a good,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=55s,[00:55]
6,Rebekah Hansen,fit I think you're able to find something or produce something really incredible that's greater than the sum of your individual Parts as an engineer,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=67s,[01:07]
4,Rebekah Hansen,there are times where I do feel overwhelmed or I can start to worry that maybe other people will find out that I'm like a,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=84s,[01:24]
